k,time,angle
1,10,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
12,11,0
13,11,0
14,11,0
15,11,0
16,11,0
17,11,0
18,11,0
19,11,0
20,11,0
21,12,0
22,12,0
23,12,0
24,123,0
25,123,0
26,123,0
27,123,0
28,124,0
29,124,0
30,124,0
31,124,0
32,124,0
33,124,0
34,124,0
35,124,0
36,124,0
37,124,0
38,124,0
39,124,0
40,124,0
41,124,0
42,124,0
43,124,0
44,124,0
45,124,0
46,238,0
47,238,0
48,238,0
49,238,0
50,238,0
51,238,0
52,239,0
53,239,0
54,239,0
55,239,0
56,239,0
57,239,0
58,239,0
59,239,0
60,239,0
61,239,0
62,240,0
63,240,0
64,240,0
65,240,0
66,240,0
67,240,0
68,240,0
69,353,0
70,353,0
71,353,0
72,353,0
73,353,0
74,353,0
75,353,0
76,353,0
77,353,0
78,353,0
79,353,0
80,353,0.00549316
81,353,0.00549316
82,353,0.00549316
83,353,0.00549316
84,353,0.00549316
85,353,0.00549316
86,353,0
87,353,0
88,353,0
89,354,0
90,354,0
91,354,0
92,463,0
93,463,0
94,463,0
95,463,0
96,463,0
97,463,0
98,463,0
99,463,0
100,463,0
101,463,0
102,463,0
103,463,0
104,463,0
105,463,0
106,463,0
107,463,0
108,463,0
109,463,0
110,463,0
111,463,0
112,463,0
113,463,0
114,578,0
115,578,0
116,578,0
117,578,0
118,578,0
119,578,0
120,578,0
121,578,0
122,578,0
123,578,0
124,578,0
125,578,0
126,578,0
127,578,0
128,578,0.00549316
129,578,0.00549316
130,578,0.20874
131,578,0.41748
132,578,0.620728
133,578,0.823975
134,578,1.03271
135,578,1.24146
136,578,1.4502
137,692,1.65894
138,692,1.86218
139,692,2.07092
140,693,2.27966
141,693,2.48291
142,693,2.69714
143,693,2.91687
144,693,3.12561
145,693,3.33984
146,693,3.56506
147,693,3.79028
148,693,4.0155
149,693,4.23523
150,693,4.46594
151,693,4.70215
152,693,4.93286
153,693,5.16357
154,693,5.39429
155,693,5.625
156,693,5.85022
157,693,6.08093
158,693,6.30615
159,693,6.53137
160,804,6.75659
161,804,6.97632
162,804,7.19604
163,804,7.41028
164,804,7.61902
165,804,7.83325
166,804,8.04199
167,804,8.24524
168,804,8.44849
169,804,8.65173
170,804,8.84399
171,804,9.03076
172,804,9.21753
173,804,9.4043
174,804,9.57458
175,804,9.74487
176,804,9.91516
177,804,10.0854
178,804,10.2502
179,804,10.4095
180,804,10.5688
181,804,10.7281
182,804,10.8765
183,917,11.0193
184,917,11.1676
185,917,11.3104
186,917,11.4532
187,917,11.5961
188,917,11.7389
189,918,11.8762
190,918,12.019
191,918,12.1619
192,918,12.2992
193,918,12.4365
194,918,12.5793
195,918,12.7222
196,918,12.865
197,918,13.0023
198,918,13.1451
199,918,13.288
200,918,13.4253
201,918,13.5681
202,918,13.7
203,918,13.8318
204,918,13.9636
205,1032,14.0955
206,1032,14.2273
207,1032,14.3591
208,1032,14.491
209,1032,14.6173
210,1032,14.7437
211,1032,14.8755
212,1032,15.0018
213,1032,15.1227
214,1032,15.2435
215,1032,15.3644
216,1032,15.4797
217,1032,15.5951
218,1032,15.6995
219,1032,15.8093
220,1032,15.9137
221,1032,16.0181
222,1032,16.1169
223,1032,16.2158
224,1032,16.3147
225,1032,16.4081
226,1032,16.507
227,1032,16.6003
228,1143,16.6937
229,1143,16.7926
230,1143,16.875
231,1143,16.9519
232,1143,17.0343
233,1143,17.1167
234,1143,17.1881
235,1143,17.265
236,1143,17.3364
237,1143,17.4078
238,1144,17.4792
239,1144,17.5507
240,1144,17.6221
241,1144,17.688
242,1144,17.7484
243,1144,17.8088
244,1144,17.8693
245,1144,17.9297
246,1144,17.9791
247,1144,18.0341
248,1144,18.078
249,1144,18.1274
250,1144,18.1714
251,1256,18.2098
252,1256,18.2483
253,1256,18.2867
254,1256,18.3197
255,1256,18.3582
256,1256,18.3911
257,1256,18.4241
258,1256,18.4515
259,1256,18.4735
260,1256,18.501
261,1256,18.5229
262,1256,18.5394
263,1256,18.5504
264,1256,18.5669
265,1256,18.5779
266,1256,18.5834
267,1256,18.5889
268,1257,18.5944
269,1257,18.5999
270,1257,18.6053
271,1257,18.6108
272,1257,18.6163
273,1371,18.6218
274,1371,18.6163
275,1371,18.6108
276,1371,18.6108
277,1371,18.6053
278,1371,18.5944
279,1371,18.5834
280,1371,18.5724
281,1371,18.5614
282,1371,18.5504
283,1371,18.5394
284,1371,18.5284
285,1371,18.5175
286,1371,18.4955
287,1371,18.479
288,1371,18.457
289,1371,18.4351
290,1371,18.4076
291,1371,18.3856
292,1371,18.3582
293,1371,18.3307
294,1371,18.2977
295,1371,18.2593
296,1486,18.2263
297,1486,18.1879
298,1486,18.1549
299,1486,18.1219
300,1486,18.089
301,1486,18.056
302,1486,18.0121
303,1486,17.9681
304,1486,17.9297
305,1486,17.8857
306,1486,17.8308
307,1486,17.7759
308,1486,17.7264
309,1486,17.6715
310,1486,17.6166
311,1486,17.5616
312,1486,17.5067
313,1486,17.4518
314,1486,17.3969
315,1486,17.3419
316,1486,17.287
317,1486,17.2321
318,1486,17.1771
319,1598,17.1222
320,1598,17.0618
321,1598,17.0068
322,1598,16.9409
323,1598,16.8805
324,1598,16.8146
325,1598,16.7487
326,1598,16.6608
327,1598,16.5784
328,1598,16.4905
329,1598,16.4026
330,1598,16.2488
331,1598,16.095
332,1598,15.9467
333,1598,15.7928
334,1598,15.6335
335,1598,15.4797
336,1598,15.3204
337,1598,15.1666
338,1598,15.0128
339,1598,14.859
340,1598,14.7052
341,1598,14.5514
342,1711,14.3976
343,1711,14.2383
344,1711,14.0845
345,1711,13.9307
346,1711,13.7769
347,1711,13.623
348,1711,13.4692
349,1711,13.3154
350,1711,13.1616
351,1711,13.0133
352,1711,12.8595
353,1711,12.7057
354,1711,12.5574
355,1711,12.4036
356,1711,12.2552
357,1711,12.1014
358,1711,11.9531
359,1711,11.8048
360,1711,11.6565
361,1711,11.5082
362,1711,11.3544
363,1711,11.2061
364,1825,11.0577
365,1825,10.9094
366,1826,10.7611
367,1826,10.6128
368,1826,10.4645
369,1826,10.3217
370,1826,10.1733
371,1826,10.025
372,1826,9.8822
373,1826,9.73389
374,1826,9.58557
375,1826,9.44275
376,1826,9.29443
377,1826,9.15161
378,1826,9.0033
379,1826,8.86047
380,1826,8.71765
381,1826,8.57483
382,1826,8.43201
383,1826,8.28918
384,1826,8.14636
385,1826,8.00354
386,1826,7.86072
387,1937,7.72339
388,1937,7.58057
389,1937,7.44324
390,1937,7.30042
391,1937,7.16309
392,1937,7.02576
393,1937,6.88843
394,1937,6.7511
395,1937,6.60828
396,1937,6.47095
397,1937,6.33362
398,1937,6.19629
399,1937,6.05896
400,1937,5.92163
401,1937,5.7843
402,1937,5.65247
403,1937,5.51514
404,1937,5.37781
405,1937,5.24597
406,1937,5.10864
407,1937,4.97681
408,1937,4.83948
409,1937,4.70764
