k,time,angle
1,107,0
2,107,0
3,107,0
4,107,0
5,107,0
6,107,0
7,107,0
8,107,0
9,107,0
10,107,0
11,107,0
12,108,0
13,108,0
14,108,0
15,108,0.00549316
16,108,0.00549316
17,108,0.00549316
18,108,0.00549316
19,108,0.00549316
20,108,0.00549316
21,108,0.00549316
22,108,0.00549316
23,221,0.00549316
24,222,0.00549316
25,222,0.00549316
26,222,0.00549316
27,222,0.00549316
28,222,0.00549316
29,222,0.00549316
30,222,0.00549316
31,222,0.00549316
32,222,0.00549316
33,222,0.00549316
34,222,0.00549316
35,222,0.00549316
36,222,0.00549316
37,222,0.00549316
38,224,0.00549316
39,224,0.00549316
40,224,0.00549316
41,224,0.00549316
42,224,0.00549316
43,224,0.00549316
44,224,0.00549316
45,224,0.00549316
46,333,0.00549316
47,333,0.00549316
48,333,0.00549316
49,333,0.00549316
50,333,0.00549316
51,333,0.00549316
52,333,0.00549316
53,333,0.00549316
54,333,0.00549316
55,333,0.00549316
56,333,0.00549316
57,333,0.00549316
58,333,0.00549316
59,333,0.00549316
60,333,0.00549316
61,333,0.00549316
62,333,0.00549316
63,333,0.00549316
64,334,0.00549316
65,334,0.00549316
66,334,0.00549316
67,334,0.00549316
68,334,0.00549316
69,446,0.00549316
70,446,0.00549316
71,446,0.00549316
72,446,0.00549316
73,446,0.00549316
74,446,0.00549316
75,446,0.00549316
76,446,0.00549316
77,446,0.00549316
78,446,0.00549316
79,446,0
80,446,0
81,446,0
82,446,0.00549316
83,446,0.00549316
84,446,0.00549316
85,446,0.00549316
86,447,0.00549316
87,447,0.00549316
88,447,0.00549316
89,447,0.00549316
90,447,0.00549316
91,561,0.00549316
92,561,0.00549316
93,561,0.00549316
94,561,0.00549316
95,561,0.00549316
96,561,0.00549316
97,561,0.00549316
98,562,0.00549316
99,562,0.00549316
100,562,0.00549316
101,562,0.00549316
102,562,0.00549316
103,562,0.00549316
104,562,0.00549316
105,562,0.00549316
106,562,0.00549316
107,562,0.00549316
108,562,0.159302
109,562,0.318604
110,562,0.472412
111,562,0.631714
112,562,0.834961
113,562,1.03271
114,676,1.23596
115,676,1.43921
116,676,1.64795
117,676,1.8512
118,676,2.05994
119,676,2.26318
120,676,2.47742
121,676,2.68616
122,676,2.8949
123,676,3.10364
124,676,3.33435
125,676,3.55957
126,676,3.78479
127,676,4.01001
128,676,4.23523
129,676,4.46594
130,676,4.69666
131,676,4.92188
132,676,5.15259
133,676,5.3833
134,676,5.61401
135,676,5.83923
136,676,6.06445
137,787,6.29517
138,787,6.52039
139,787,6.74011
140,788,6.95984
141,788,7.17957
142,788,7.3938
143,788,7.60803
144,788,7.82227
145,788,8.03101
146,788,8.24524
147,788,8.45398
148,788,8.65173
149,788,8.84949
150,788,9.04175
151,788,9.2395
152,788,9.42078
153,788,9.59656
154,788,9.77783
155,788,9.95361
156,788,10.1239
157,788,10.2887
158,788,10.459
159,788,10.6238
160,900,10.7721
161,900,10.9204
162,900,11.0687
163,901,11.217
164,901,11.3654
165,901,11.5082
166,901,11.651
167,901,11.7938
168,901,11.9366
169,901,12.0795
170,901,12.2223
171,901,12.3596
172,901,12.4969
173,901,12.6398
174,901,12.7771
175,901,12.9144
176,901,13.0518
177,901,13.1891
178,901,13.3319
179,901,13.4692
180,901,13.6066
181,901,13.7494
182,1015,13.8867
183,1016,14.0295
184,1016,14.1614
185,1016,14.2932
186,1016,14.425
187,1016,14.5569
188,1016,14.6887
189,1016,14.826
190,1016,14.9579
191,1016,15.0897
192,1016,15.2106
193,1016,15.3314
194,1016,15.4523
195,1016,15.5731
196,1016,15.6885
197,1016,15.8038
198,1016,15.9137
199,1016,16.0236
200,1016,16.1334
201,1016,16.2433
202,1016,16.3531
203,1016,16.4575
204,1016,16.5564
205,1127,16.6498
206,1127,16.7432
207,1127,16.8365
208,1127,16.9299
209,1127,17.0178
210,1127,17.1057
211,1127,17.1936
212,1127,17.276
213,1127,17.3529
214,1127,17.4353
215,1127,17.5122
216,1127,17.5891
217,1127,17.666
218,1127,17.7374
219,1127,17.8088
220,1127,17.8802
221,1127,17.9517
222,1127,18.0231
223,1127,18.0945
224,1127,18.1604
225,1127,18.2208
226,1127,18.2867
227,1128,18.3472
228,1240,18.3966
229,1240,18.446
230,1240,18.4955
231,1240,18.5449
232,1240,18.5889
233,1240,18.6328
234,1240,18.6713
235,1240,18.7152
236,1240,18.7482
237,1240,18.7811
238,1240,18.8086
239,1240,18.8416
240,1240,18.869
241,1240,18.8965
242,1240,18.9185
243,1240,18.9459
244,1240,18.9624
245,1240,18.9844
246,1240,19.0009
247,1240,19.0173
248,1240,19.0228
249,1240,19.0283
250,1355,19.0338
251,1355,19.0393
252,1355,19.0448
253,1355,19.0503
254,1355,19.0558
255,1355,19.0558
256,1355,19.0558
257,1355,19.0558
258,1355,19.0503
259,1355,19.0503
260,1355,19.0448
261,1355,19.0448
262,1355,19.0393
263,1355,19.0338
264,1355,19.0228
265,1355,19.0118
266,1355,19.0009
267,1355,18.9844
268,1355,18.9624
269,1355,18.9404
270,1355,18.9185
271,1355,18.891
272,1355,18.869
273,1467,18.8416
274,1467,18.8141
275,1467,18.7866
276,1467,18.7646
277,1467,18.7372
278,1467,18.7097
279,1467,18.6877
280,1467,18.6548
281,1467,18.6218
282,1467,18.5889
283,1467,18.5559
284,1467,18.5284
285,1467,18.4955
286,1467,18.4625
287,1467,18.4296
288,1467,18.3911
289,1467,18.3527
290,1467,18.3142
291,1467,18.2758
292,1467,18.2263
293,1467,18.1824
294,1467,18.1384
295,1467,18.089
296,1579,18.0396
297,1579,17.9901
298,1580,17.9407
299,1580,17.8857
300,1580,17.8363
301,1580,17.7814
302,1580,17.7264
303,1580,17.6715
304,1580,17.6166
305,1580,17.5562
306,1580,17.4957
307,1580,17.4353
308,1580,17.2925
309,1580,17.1497
310,1580,17.0068
311,1580,16.864
312,1580,16.7102
313,1580,16.5564
314,1580,16.4026
315,1580,16.2488
316,1580,16.095
317,1580,15.9412
318,1694,15.7874
319,1694,15.6335
320,1694,15.4797
321,1694,15.3314
322,1694,15.1776
323,1694,15.0238
324,1694,14.87
325,1694,14.7162
326,1694,14.5624
327,1694,14.4086
328,1694,14.2548
329,1694,14.1064
330,1694,13.9526
331,1694,13.8043
332,1694,13.6505
333,1695,13.5022
334,1695,13.3484
335,1695,13.2001
336,1695,13.0518
337,1695,12.9034
338,1695,12.7551
339,1695,12.6068
340,1695,12.4585
341,1809,12.3102
342,1809,12.1619
343,1809,12.0135
344,1809,11.8652
345,1809,11.7169
346,1809,11.5741
347,1809,11.4258
348,1809,11.2775
349,1809,11.1346
350,1809,10.9863
351,1809,10.8435
352,1809,10.6952
353,1809,10.5524
354,1809,10.4095
355,1809,10.2612
356,1809,10.1184
357,1809,9.97559
358,1809,9.82727
359,1809,9.68445
360,1809,9.54163
361,1809,9.4043
362,1809,9.26147
363,1809,9.11865
364,1920,8.97583
365,1920,8.8385
366,1920,8.69568
367,1920,8.55835
368,1921,8.41553
369,1921,8.2782
370,1921,8.14087
371,1921,8.00354
372,1921,7.86072
373,1921,7.72339
374,1921,7.58606
375,1921,7.44873
