k,time,angle
1,13,0
2,14,0
3,14,0
4,14,-0.00549316
5,14,-0.00549316
6,14,-0.00549316
7,14,0
8,14,0
9,14,0
10,14,0
11,14,0
12,14,0
13,14,0
14,14,0
15,14,0
16,14,0
17,14,0
18,15,0
19,15,0
20,15,0
21,15,0
22,15,0
23,15,0
24,127,0
25,127,0
26,127,0
27,127,0
28,127,0
29,127,0
30,127,0
31,127,0
32,127,0
33,127,0
34,127,0
35,127,0
36,127,0
37,127,0
38,127,0
39,127,0
40,128,0
41,128,0
42,128,0
43,128,0
44,128,0
45,128,0
46,241,0
47,242,0
48,242,0
49,242,0
50,242,0
51,242,0
52,242,0
53,242,0
54,242,0
55,242,0
56,242,0
57,243,0
58,243,0
59,244,0
60,244,0
61,244,0
62,244,0
63,244,0
64,244,0
65,244,0
66,244,0
67,244,0
68,244,0
69,353,0
70,353,0
71,353,0
72,353,0
73,353,0
74,353,0
75,353,0
76,353,0
77,353,0
78,353,0
79,353,0
80,353,0
81,353,0
82,353,0
83,353,0
84,353,0
85,353,0
86,353,0
87,353,0
88,353,0
89,353,0
90,353,0
91,353,0
92,466,0
93,466,0
94,466,0
95,466,0
96,466,0
97,466,0
98,466,0
99,466,0
100,466,0
101,466,0
102,466,0
103,466,0
104,466,0
105,466,0
106,466,0
107,466,0
108,466,0
109,467,0
110,467,0
111,467,0
112,467,0
113,467,0
114,581,0
115,581,0
116,581,0
117,581,0
118,581,0
119,581,0
120,581,0
121,581,0
122,581,0
123,581,0
124,581,0
125,581,0
126,581,0
127,581,0
128,581,0
129,581,0.186768
130,581,0.368042
131,581,0.55481
132,581,0.736084
133,581,0.928345
134,581,1.12061
135,581,1.30188
136,581,1.49414
137,695,1.67542
138,695,1.85669
139,695,2.03796
140,695,2.21924
141,696,2.40601
142,696,2.59277
143,696,2.77954
144,696,2.96082
145,696,3.16406
146,696,3.36182
147,696,3.56506
148,696,3.76282
149,696,3.97156
150,696,4.1803
151,696,4.38904
152,696,4.59229
153,696,4.80103
154,696,5.00977
155,696,5.21851
156,696,5.42175
157,696,5.63049
158,696,5.83374
159,696,6.03699
160,807,6.24023
161,807,6.4325
162,807,6.63025
163,807,6.82251
164,807,7.01477
165,807,7.20154
166,807,7.38831
167,807,7.56958
168,807,7.75085
169,807,7.92114
170,807,8.09143
171,807,8.26172
172,807,8.42651
173,807,8.58582
174,807,8.74512
175,807,8.90442
176,807,9.05823
177,807,9.20654
178,807,9.34937
179,807,9.49219
180,807,9.63501
181,807,9.77234
182,807,9.90417
183,920,10.036
184,920,10.1678
185,920,10.2997
186,920,10.426
187,920,10.5524
188,920,10.6787
189,920,10.8051
190,920,10.9259
191,920,11.0522
192,920,11.1731
193,920,11.2994
194,920,11.4258
195,920,11.5466
196,920,11.673
197,920,11.7993
198,921,11.9257
199,921,12.052
200,921,12.1783
201,921,12.2992
202,921,12.4255
203,921,12.5519
204,921,12.6727
205,1035,12.7991
206,1035,12.9254
207,1035,13.0463
208,1035,13.1671
209,1035,13.288
210,1035,13.4088
211,1035,13.5242
212,1035,13.645
213,1035,13.7549
214,1035,13.8647
215,1035,13.9746
216,1035,14.0845
217,1035,14.1888
218,1035,14.2877
219,1035,14.3866
220,1035,14.4855
221,1035,14.5789
222,1035,14.6667
223,1035,14.7601
224,1035,14.848
225,1035,14.9249
226,1035,15.0018
227,1035,15.0787
228,1146,15.1556
229,1146,15.0952
230,1146,15.0293
231,1146,14.9634
232,1146,14.8975
233,1146,14.8206
234,1146,14.7437
235,1146,14.6667
236,1146,14.5898
237,1146,14.5129
238,1146,14.4415
239,1146,14.3646
240,1146,14.2877
241,1147,14.2108
242,1147,14.1339
243,1147,14.057
244,1147,13.9801
245,1147,13.9032
246,1147,13.8208
247,1147,13.7439
248,1147,13.6615
249,1147,13.5901
250,1147,13.5132
251,1259,13.4363
252,1259,13.3649
253,1259,13.288
254,1259,13.2111
255,1259,13.1342
256,1259,13.0627
257,1260,12.9858
258,1260,12.9144
259,1260,12.8375
260,1260,12.7661
261,1260,12.6892
262,1260,12.6178
263,1260,12.5464
264,1260,12.4695
265,1260,12.3981
266,1260,12.3212
267,1260,12.2498
268,1260,12.1729
269,1260,12.1014
270,1260,12.0245
271,1260,11.9531
272,1260,11.8762
273,1374,11.8048
274,1374,11.7279
275,1374,11.6565
276,1374,11.5796
277,1374,11.5082
278,1374,11.4313
279,1374,11.3599
280,1374,11.283
281,1374,11.2115
282,1374,11.1401
283,1375,11.0687
284,1375,10.9973
285,1375,10.9259
286,1375,10.8545
287,1375,10.7831
288,1375,10.7117
289,1375,10.6403
290,1375,10.5743
291,1375,10.5029
292,1375,10.4315
293,1375,10.3601
294,1375,10.2942
295,1375,10.2228
296,1489,10.1569
297,1489,10.0854
298,1489,10.014
299,1489,9.94812
300,1489,9.87671
301,1489,9.8053
302,1489,9.73938
303,1489,9.66797
304,1489,9.60205
305,1489,9.53064
306,1489,9.46472
307,1489,9.3988
308,1489,9.32739
309,1489,9.26147
310,1489,9.19556
311,1489,9.12964
312,1489,9.05823
313,1489,8.99231
314,1489,8.92639
315,1489,8.86597
316,1489,8.80005
317,1490,8.73413
318,1490,8.66821
