k,time,angle
1,2,0
2,3,0
3,3,-0.00549316
4,3,-0.00549316
5,3,-0.00549316
6,3,-0.00549316
7,3,-0.00549316
8,3,-0.00549316
9,3,-0.00549316
10,3,-0.00549316
11,3,-0.00549316
12,3,-0.00549316
13,3,-0.00549316
14,3,-0.00549316
15,3,-0.00549316
16,3,-0.00549316
17,3,-0.00549316
18,3,-0.00549316
19,3,-0.00549316
20,4,-0.00549316
21,4,-0.00549316
22,4,-0.00549316
23,4,-0.00549316
24,115,-0.00549316
25,115,-0.00549316
26,115,-0.00549316
27,115,-0.00549316
28,115,-0.00549316
29,116,-0.00549316
30,116,-0.00549316
31,116,-0.00549316
32,116,-0.00549316
33,117,-0.00549316
34,117,-0.00549316
35,117,-0.00549316
36,117,-0.00549316
37,117,-0.00549316
38,117,-0.00549316
39,117,-0.00549316
40,117,-0.00549316
41,117,-0.00549316
42,117,-0.00549316
43,117,-0.00549316
44,117,-0.00549316
45,117,-0.00549316
46,230,-0.00549316
47,230,-0.00549316
48,230,-0.00549316
49,230,-0.00549316
50,230,-0.00549316
51,230,-0.00549316
52,230,-0.00549316
53,230,-0.00549316
54,230,-0.00549316
55,230,-0.00549316
56,230,-0.00549316
57,230,-0.00549316
58,230,-0.00549316
59,230,-0.00549316
60,230,-0.00549316
61,230,-0.00549316
62,230,-0.00549316
63,230,-0.00549316
64,230,-0.00549316
65,231,-0.00549316
66,231,-0.00549316
67,231,-0.00549316
68,231,-0.00549316
69,342,-0.0109863
70,342,-0.0109863
71,342,-0.0109863
72,342,-0.0109863
73,342,-0.0109863
74,342,-0.0109863
75,342,-0.0109863
76,342,-0.0109863
77,342,-0.0109863
78,342,-0.0109863
79,342,-0.0109863
80,342,-0.0109863
81,342,-0.0109863
82,342,-0.0109863
83,342,-0.0109863
84,342,-0.0109863
85,342,-0.0109863
86,342,-0.0109863
87,342,-0.0109863
88,342,-0.0109863
89,342,-0.0109863
90,342,-0.0109863
91,342,-0.0109863
92,455,-0.0109863
93,455,-0.0109863
94,455,-0.0109863
95,455,-0.0109863
96,455,-0.0109863
97,455,-0.0109863
98,455,-0.0109863
99,455,-0.0109863
100,455,-0.0109863
101,455,-0.0109863
102,455,-0.0109863
103,455,-0.0109863
104,455,-0.0109863
105,455,-0.0109863
106,455,-0.0109863
107,455,-0.0109863
108,455,-0.0109863
109,455,-0.0109863
110,455,-0.0109863
111,455,-0.0109863
112,455,-0.0109863
113,455,-0.0109863
114,570,-0.0109863
115,570,-0.0109863
116,570,-0.0109863
117,570,-0.0109863
118,570,-0.0109863
119,570,-0.0109863
120,570,-0.0109863
121,570,-0.0109863
122,570,-0.0109863
123,570,-0.0109863
124,570,-0.0109863
125,570,-0.0109863
126,570,-0.0109863
127,570,-0.0109863
128,570,0.0219727
129,570,0.0549316
130,570,0.0878906
131,570,0.12085
132,570,0.241699
133,570,0.368042
134,570,0.494385
135,570,0.609741
136,570,0.725098
137,685,0.840454
138,685,0.955811
139,685,1.07117
140,685,1.18652
141,685,1.30188
142,685,1.41724
143,685,1.53259
144,685,1.65344
145,685,1.77979
146,685,1.90063
147,685,2.02148
148,685,2.14233
149,685,2.26868
150,685,2.39502
151,685,2.51587
152,685,2.63672
153,685,2.75757
154,685,2.87292
155,685,2.99377
156,685,3.10913
157,685,3.22998
158,685,3.34534
159,685,3.46069
160,796,3.57056
161,796,3.68042
162,796,3.79028
163,796,3.89465
164,796,3.99353
165,796,4.09241
166,796,4.18579
167,796,4.27917
168,796,4.36707
169,796,4.46045
170,796,4.54834
171,796,4.63074
172,796,4.71863
173,796,4.80652
174,796,4.88892
175,796,4.97681
176,796,5.05371
177,796,5.13062
178,796,5.20752
179,796,5.28442
180,796,5.36133
181,796,5.43274
182,797,5.50964
183,909,5.58105
184,909,5.65247
185,909,5.71838
186,909,5.78979
187,909,5.85571
188,909,5.92163
189,909,5.98755
190,909,6.05347
191,909,6.11938
192,909,6.1853
193,909,6.25122
194,909,6.31165
195,909,6.37756
196,909,6.44348
197,909,6.51489
198,909,6.58081
199,909,6.65222
200,909,6.72363
201,909,6.78955
202,910,6.86096
203,910,6.93237
204,910,6.9928
205,1024,7.05872
206,1024,7.12463
207,1024,7.19055
208,1024,7.25098
209,1024,7.3114
210,1024,7.37183
211,1024,7.43774
212,1024,7.49817
213,1024,7.55859
214,1024,7.62451
215,1024,7.68494
216,1024,7.75085
217,1024,7.81128
218,1024,7.8772
219,1024,7.93762
220,1024,8.00354
221,1024,8.06396
222,1024,8.12439
223,1024,8.18481
224,1025,8.24524
225,1025,8.30017
226,1025,8.3606
227,1025,8.42102
228,1136,8.47595
229,1136,8.53088
230,1136,8.59131
231,1136,8.64624
232,1136,8.70117
233,1136,8.7561
234,1136,8.81653
235,1136,8.87146
236,1136,8.92639
237,1136,8.98132
238,1136,9.03625
239,1136,9.09119
240,1136,9.14062
241,1136,9.19556
242,1136,9.25049
243,1136,9.29993
244,1136,9.34937
245,1136,9.4043
246,1136,9.45374
247,1136,9.50317
248,1136,9.55261
249,1136,9.60205
250,1136,9.65149
251,1248,9.70093
252,1249,9.75037
253,1249,9.7998
254,1249,9.84924
255,1249,9.89868
256,1249,9.94812
257,1249,9.99756
258,1249,10.047
259,1249,10.0964
260,1249,10.1404
261,1249,10.1843
262,1249,10.2338
263,1249,10.2777
264,1249,10.3217
265,1249,10.3656
266,1249,10.4095
267,1249,10.4535
268,1249,10.4919
269,1249,10.5304
270,1249,10.5688
271,1249,10.6073
272,1249,10.6458
273,1363,10.6842
274,1363,10.7172
275,1363,10.7556
276,1363,10.7886
277,1363,10.827
278,1363,10.86
279,1363,10.8984
280,1363,10.9259
281,1364,10.9589
282,1364,10.9918
283,1364,11.0248
284,1364,11.0522
285,1364,11.0852
286,1364,11.1127
287,1364,11.1456
288,1364,11.1731
289,1364,11.2006
290,1364,11.228
291,1364,11.2555
292,1364,11.2775
293,1364,11.3049
294,1364,11.3324
295,1364,11.3544
296,1475,11.3818
297,1475,11.4038
298,1475,11.4313
299,1475,11.4532
300,1475,11.4807
301,1475,11.5027
302,1475,11.5302
303,1475,11.5521
304,1475,11.5796
305,1475,11.6071
306,1475,11.629
307,1475,11.6565
308,1475,11.6785
309,1475,11.7004
310,1475,11.7224
311,1475,11.7444
312,1475,11.7664
313,1475,11.7883
314,1475,11.8048
315,1475,11.8268
316,1475,11.8488
317,1475,11.8707
318,1475,11.8927
319,1588,11.9092
320,1588,11.9312
321,1588,11.9531
322,1588,11.9751
323,1588,11.9916
324,1588,12.0135
325,1588,12.041
326,1588,12.063
327,1588,12.085
328,1588,12.0575
329,1588,12.03
330,1588,12.0026
331,1588,11.9751
332,1588,11.9092
333,1588,11.8488
334,1588,11.7883
335,1588,11.7279
336,1588,11.6675
337,1588,11.6016
338,1588,11.5411
339,1588,11.4807
340,1588,11.4203
341,1703,11.3599
342,1703,11.2994
343,1703,11.2335
344,1703,11.1731
345,1703,11.1072
346,1703,11.0413
347,1703,10.9808
348,1703,10.9204
349,1703,10.86
350,1703,10.7996
351,1703,10.7391
352,1703,10.6787
353,1703,10.6183
354,1703,10.5579
355,1703,10.4974
356,1703,10.437
357,1703,10.3766
358,1703,10.3162
359,1703,10.2612
360,1703,10.2008
361,1703,10.1459
362,1703,10.0854
363,1703,10.025
364,1818,9.9646
365,1818,9.90967
366,1818,9.84924
367,1818,9.78882
368,1818,9.73389
369,1818,9.67346
370,1818,9.61304
371,1818,9.55811
372,1818,9.49768
373,1818,9.44275
374,1818,9.38232
375,1818,9.3219
376,1818,9.26697
377,1818,9.20654
378,1818,9.15161
379,1818,9.09119
380,1818,9.03625
381,1818,8.98132
382,1818,8.9209
383,1818,8.86597
384,1818,8.81104
385,1818,8.7561
386,1818,8.69568
387,1929,8.64075
388,1930,8.58582
389,1930,8.53088
390,1930,8.47595
391,1930,8.42651
392,1930,8.37158
393,1930,8.31665
394,1930,8.26172
395,1930,8.20679
396,1930,8.15186
397,1930,8.09692
398,1930,8.04199
399,1930,7.98706
400,1930,7.93213
401,1930,7.88269
402,1930,7.82776
403,1930,7.77283
404,1930,7.72339
405,1930,7.66846
406,1930,7.61353
407,1930,7.56409
408,1930,7.50916
409,1930,7.45422
