k,time,angle
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
12,10,0
13,11,0
14,11,0
15,11,0
16,11,0
17,11,0
18,11,0
19,11,0
20,11,0
21,11,0
22,11,0
23,124,0
24,124,0
25,124,0
26,125,0
27,125,0
28,125,0
29,125,0
30,125,0
31,125,0
32,125,0
33,125,0
34,125,0
35,125,0
36,125,0
37,125,0
38,125,0
39,125,0
40,125,0
41,125,0
42,125,0
43,125,0
44,125,0
45,125,0
46,239,0
47,239,0
48,239,0
49,239,0
50,239,0
51,239,0
52,240,0
53,240,0.00549316
54,240,0.00549316
55,240,0.00549316
56,240,0.00549316
57,240,0
58,240,0
59,240,0.00549316
60,240,0.00549316
61,240,0.00549316
62,241,0.00549316
63,241,0.00549316
64,241,0.00549316
65,241,0.00549316
66,241,0.00549316
67,241,0.00549316
68,241,0.00549316
69,349,0.00549316
70,349,0.00549316
71,349,0.00549316
72,349,0.00549316
73,349,0.00549316
74,349,0.00549316
75,349,0.00549316
76,349,0.00549316
77,349,0.00549316
78,349,0.00549316
79,349,0.00549316
80,349,0.00549316
81,349,0.00549316
82,349,0.00549316
83,349,0.00549316
84,349,0.00549316
85,349,0.00549316
86,349,0.00549316
87,349,0.00549316
88,349,0.00549316
89,349,0.00549316
90,349,0.00549316
91,464,0.00549316
92,464,0.0109863
93,464,0.0109863
94,464,0.0109863
95,464,0.0109863
96,464,0.0109863
97,464,0.0109863
98,464,0.0109863
99,464,0.0109863
100,464,0.0109863
101,464,0.0109863
102,464,0.0109863
103,464,0.0109863
104,464,0.0109863
105,464,0.0109863
106,464,0.0109863
107,464,0.0109863
108,464,0.0109863
109,464,0.0109863
110,464,0.0109863
111,464,0.0109863
112,464,0.0109863
113,464,0.0109863
114,579,0.0109863
115,579,0.0109863
116,579,0.0109863
117,579,0.0109863
118,579,0.0109863
119,579,0.0109863
120,579,0.0109863
121,579,0.0109863
122,579,0.0109863
123,579,0.0109863
124,579,0.0109863
125,579,0.0109863
126,579,0.0219727
127,579,0.032959
128,579,0.0439453
129,579,0.0549316
130,579,0.285645
131,579,0.527344
132,579,0.76355
133,579,0.999756
134,579,1.23047
135,579,1.45569
136,579,1.68091
137,690,1.91162
138,690,2.12036
139,690,2.33459
140,690,2.54333
141,690,2.75208
142,690,2.97729
143,690,3.19702
144,690,3.41675
145,690,3.63647
146,690,3.86719
147,690,4.0979
148,691,4.32861
149,691,4.55933
150,691,4.79553
151,691,5.02625
152,691,5.25696
153,691,5.48767
154,691,5.72388
155,691,5.96008
156,691,6.1908
157,691,6.42151
158,691,6.65222
159,691,6.88293
160,803,7.11365
161,803,7.34436
162,803,7.56958
163,803,7.7948
164,803,8.01453
165,804,8.23975
166,804,8.45947
167,804,8.6792
168,804,8.89893
169,804,9.11865
170,804,9.33289
171,804,9.54712
172,804,9.76135
173,804,9.97559
174,804,10.1788
175,804,10.3876
176,804,10.5908
177,804,10.7941
178,804,10.9808
179,804,11.1676
180,804,11.3544
181,804,11.5411
182,918,11.7169
183,918,11.8927
184,918,12.0685
185,918,12.2443
186,918,12.4146
187,918,12.5848
188,918,12.7496
189,918,12.9199
190,918,13.0792
191,918,13.2385
192,918,13.3978
193,918,13.5571
194,919,13.7164
195,919,13.8702
196,919,14.0295
197,919,14.1833
198,919,14.3372
199,919,14.491
200,919,14.6393
201,919,14.7931
202,919,14.9469
203,919,15.0952
204,919,15.249
205,1030,15.4028
206,1030,15.5511
207,1030,15.6995
208,1030,15.8533
209,1030,16.0016
210,1030,16.1554
211,1030,16.3037
212,1030,16.452
213,1030,16.6058
214,1030,16.7487
215,1030,16.8915
216,1030,17.0343
217,1030,17.1716
218,1030,17.3145
219,1030,17.4573
220,1030,17.5946
221,1030,17.7319
222,1030,17.8693
223,1030,18.0066
224,1030,18.1384
225,1030,18.2703
226,1030,18.4021
227,1030,18.5284
228,1143,18.6548
229,1143,18.7866
230,1143,18.9075
231,1143,19.0228
232,1143,19.1437
233,1143,19.2645
234,1143,19.3799
235,1143,19.4897
236,1143,19.6051
237,1143,19.715
238,1143,19.8248
239,1143,19.9292
240,1143,20.0336
241,1143,20.1379
242,1143,20.2423
243,1143,20.3412
244,1143,20.4401
245,1143,20.5389
246,1143,20.6268
247,1143,20.7147
248,1143,20.8081
249,1143,20.896
250,1258,20.9729
251,1258,21.0553
252,1258,21.1377
253,1258,21.2146
254,1258,21.286
255,1258,21.3574
256,1258,21.4233
257,1258,21.4893
258,1258,21.5552
259,1258,21.6211
260,1258,21.6815
261,1258,21.7474
262,1258,21.8024
263,1258,21.8573
264,1258,21.9122
265,1258,21.9672
266,1258,22.0221
267,1258,22.0825
268,1258,22.1375
269,1258,22.1924
270,1258,22.2473
271,1258,22.3022
272,1258,22.3517
273,1372,22.4066
274,1373,22.4506
275,1373,22.4945
276,1373,22.5385
277,1373,22.5824
278,1373,22.6263
279,1373,22.6703
280,1373,22.7087
281,1373,22.7527
282,1373,22.7911
283,1373,22.8241
284,1373,22.8571
285,1373,22.89
286,1373,22.9175
287,1373,22.9395
288,1373,22.9614
289,1373,22.9889
290,1373,22.9999
291,1373,23.0109
292,1373,23.0273
293,1373,23.0383
294,1373,23.0438
295,1373,23.0493
296,1484,23.0493
297,1484,23.0548
298,1484,23.0548
299,1484,23.0548
300,1484,23.0548
301,1484,23.0548
302,1484,23.0493
303,1484,23.0438
304,1484,23.0383
305,1484,23.0328
306,1484,23.0164
307,1484,23.0054
308,1484,22.9889
309,1484,22.9779
310,1484,22.9614
311,1484,22.9449
312,1484,22.9285
313,1484,22.9065
314,1485,22.8845
315,1485,22.8625
316,1485,22.8351
317,1485,22.8131
318,1485,22.7856
319,1597,22.7582
320,1597,22.7307
321,1597,22.7032
322,1597,22.6758
323,1597,22.6428
324,1597,22.6154
325,1597,22.5879
326,1597,22.511
327,1597,22.4396
328,1597,22.3682
329,1597,22.2913
330,1597,22.1484
331,1597,22.0056
332,1597,21.8683
333,1597,21.7255
334,1597,21.5826
335,1597,21.4343
336,1597,21.2915
337,1597,21.1487
338,1597,21.0059
339,1597,20.863
340,1597,20.7202
341,1712,20.5774
342,1712,20.4346
343,1712,20.2917
344,1712,20.1489
345,1712,20.0061
346,1712,19.8633
347,1712,19.7205
348,1712,19.5721
349,1712,19.4293
350,1712,19.292
351,1712,19.1492
352,1712,19.0063
353,1712,18.869
354,1712,18.7262
355,1712,18.5834
356,1712,18.446
357,1712,18.3032
358,1712,18.1659
359,1712,18.0286
360,1712,17.8857
361,1712,17.7484
362,1712,17.6111
363,1712,17.4738
364,1823,17.3364
365,1824,17.1936
366,1824,17.0563
367,1824,16.9189
368,1824,16.7816
369,1824,16.6443
370,1824,16.507
371,1824,16.3696
372,1824,16.2378
373,1824,16.1005
374,1824,15.9631
375,1824,15.8258
376,1824,15.6885
377,1824,15.5566
378,1824,15.4193
379,1824,15.2875
380,1824,15.1556
381,1824,15.0183
382,1824,14.8865
383,1824,14.7546
384,1824,14.6228
385,1824,14.491
386,1824,14.3591
387,1936,14.2273
388,1937,14.0955
389,1937,13.9636
390,1937,13.8373
391,1937,13.7054
392,1937,13.5791
393,1937,13.4473
394,1937,13.3209
395,1937,13.1891
396,1937,13.0627
397,1937,12.9309
398,1937,12.8046
399,1937,12.6782
400,1937,12.5519
401,1937,12.4255
402,1937,12.2992
403,1937,12.1729
404,1937,12.0465
405,1937,11.9202
406,1937,11.7938
407,1937,11.673
408,1937,11.5466
