k,time,angle
1,24,0
2,24,0
3,24,0
4,24,0
5,24,0
6,24,0
7,24,0
8,24,0
9,24,0
10,24,0
11,24,0
12,24,0
13,24,0
14,25,0
15,25,0
16,25,0
17,25,0
18,25,0
19,25,0
20,25,0
21,25,0
22,25,0
23,25,0
24,137,0
25,137,0
26,137,0
27,137,0
28,137,0
29,137,0
30,137,0
31,138,0
32,138,0
33,138,0
34,138,0
35,138,0
36,138,0
37,138,0
38,138,0
39,138,0
40,138,0
41,138,0
42,138,0
43,138,0
44,138,0
45,138,0
46,252,0
47,252,0
48,252,0
49,252,0
50,252,0
51,252,0
52,252,0
53,252,0
54,252,0
55,252,0
56,252,0
57,252,0
58,252,0
59,252,0
60,254,0
61,254,0
62,254,0
63,254,0
64,254,0
65,254,0
66,254,0
67,254,0
68,254,0
69,363,0
70,363,0
71,363,0
72,363,0
73,363,0
74,363,0
75,363,0
76,363,0
77,363,0
78,363,0
79,363,0
80,363,0
81,363,0
82,364,0
83,364,0
84,364,0
85,364,0
86,364,0
87,364,0
88,364,0
89,364,0
90,364,0
91,364,0
92,476,0
93,476,0
94,476,0
95,476,0
96,476,0
97,476,0
98,476,0
99,476,0
100,476,0
101,476,0
102,476,0
103,476,0
104,476,0
105,477,0
106,477,0
107,477,0
108,477,0
109,477,0
110,477,0
111,477,0
112,477,0
113,477,0
114,591,0
115,591,0
116,591,0
117,591,0
118,591,0
119,591,0
120,591,0
121,591,0
122,591,0
123,591,0
124,591,0
125,591,0
126,591,0
127,591,0.0274658
128,591,0.0549316
129,591,0.0823975
130,592,0.10437
131,592,0.131836
132,592,0.159302
133,592,0.186768
134,592,0.214233
135,592,0.241699
136,592,0.269165
137,706,0.302124
138,706,0.32959
139,706,0.357056
140,706,0.379028
141,706,0.406494
142,706,0.43396
143,706,0.466919
144,706,0.494385
145,706,0.521851
146,706,0.549316
147,706,0.576782
148,706,0.604248
149,706,0.631714
150,707,0.664673
151,707,0.692139
152,707,0.719604
153,707,0.74707
154,707,0.774536
155,707,0.802002
156,707,0.829468
157,707,0.856934
158,707,0.884399
159,707,0.906372
160,816,0.928345
161,816,0.950317
162,816,0.97229
163,816,0.98877
164,816,1.01074
165,816,1.02722
166,816,1.0437
167,816,1.06567
168,816,1.08765
169,816,1.10962
170,816,1.13159
171,816,1.15356
172,816,1.17554
173,816,1.19751
174,816,1.21948
175,816,1.23596
176,816,1.25793
177,816,1.27991
178,816,1.29639
179,816,1.31836
180,816,1.34033
181,816,1.3623
182,931,1.38428
183,931,1.40076
184,931,1.42273
185,931,1.43921
186,931,1.45569
187,931,1.47217
188,931,1.48865
189,931,1.50513
190,931,1.52161
191,931,1.53809
192,931,1.56006
193,931,1.57654
194,931,1.59302
195,931,1.6095
196,931,1.63147
197,931,1.64795
198,931,1.66443
199,931,1.67542
200,931,1.69189
201,931,1.70288
202,931,1.71387
203,931,1.73035
204,931,1.74133
205,1045,1.75781
206,1046,1.77429
207,1046,1.78528
208,1046,1.79626
209,1046,1.80725
210,1046,1.81824
211,1046,1.82922
212,1046,1.8457
213,1046,1.85669
214,1046,1.87317
215,1046,1.88416
216,1046,1.90063
217,1046,1.91711
218,1046,1.9281
219,1046,1.94458
220,1046,1.95557
221,1046,1.97205
222,1046,1.98303
223,1046,1.99951
224,1046,2.0105
225,1046,2.02698
226,1046,2.03796
227,1046,2.04895
228,1157,2.05994
229,1157,2.07092
230,1157,2.08191
231,1157,2.0929
232,1157,2.09839
233,1157,2.10938
234,1157,2.12036
235,1157,2.13135
236,1157,2.14233
237,1157,2.15332
238,1157,2.16431
239,1157,2.1698
240,1157,2.18079
241,1157,2.19177
242,1157,2.20276
243,1157,2.21375
244,1157,2.22473
245,1158,2.23572
246,1158,2.24121
247,1158,2.2522
248,1158,2.26318
249,1158,2.27417
250,1158,2.28516
251,1270,2.29614
252,1270,2.30164
253,1270,2.31262
254,1270,2.32361
255,1270,2.3291
256,1270,2.34009
257,1270,2.35107
258,1270,2.35657
259,1270,2.36755
260,1270,2.37305
261,1270,2.37854
262,1270,2.38953
263,1271,2.39502
264,1271,2.40051
265,1271,2.40601
266,1271,2.41699
267,1271,2.42249
268,1271,2.42798
269,1271,2.43347
270,1271,2.43896
271,1271,2.44446
272,1271,2.45544
273,1385,2.46094
274,1385,2.46643
275,1385,2.47192
276,1385,2.47742
277,1385,2.48291
278,1385,2.4884
279,1385,2.4939
280,1385,2.49939
281,1385,2.49939
282,1385,2.50488
283,1385,2.51038
284,1385,2.51587
285,1385,2.52136
286,1385,2.52686
287,1385,2.53235
288,1385,2.53784
289,1385,2.54333
290,1385,2.54333
291,1386,2.54883
292,1386,2.55432
293,1386,2.55981
294,1386,2.55981
295,1386,2.56531
296,1496,2.5708
297,1496,2.57629
298,1496,2.58179
299,1496,2.58179
300,1496,2.58728
301,1496,2.58728
302,1496,2.59277
303,1496,2.59277
304,1496,2.59277
305,1496,2.59827
306,1496,2.59827
307,1497,2.60376
308,1497,2.60925
309,1497,2.60925
310,1497,2.61475
311,1497,2.61475
312,1497,2.62024
313,1497,2.62024
314,1497,2.62573
315,1497,2.62573
316,1497,2.63123
317,1497,2.63123
318,1497,2.63672
319,1610,2.63672
320,1610,2.63672
321,1610,2.64221
322,1610,2.64221
323,1610,2.64221
324,1610,2.63672
325,1610,2.63672
326,1610,2.63123
327,1610,2.62024
328,1610,2.61475
329,1610,2.60376
330,1610,2.59277
331,1610,2.58179
332,1610,2.5708
333,1610,2.56531
334,1610,2.55432
335,1611,2.54333
336,1611,2.53235
337,1611,2.52686
338,1611,2.51587
339,1611,2.50488
340,1611,2.4939
341,1724,2.48291
342,1724,2.47742
343,1724,2.46643
344,1724,2.45544
345,1724,2.44446
346,1724,2.43347
347,1724,2.42798
348,1724,2.41699
349,1724,2.40601
350,1725,2.40051
351,1725,2.38953
352,1725,2.37854
353,1725,2.36755
354,1725,2.36206
355,1725,2.35107
356,1725,2.34009
357,1725,2.33459
358,1725,2.32361
359,1725,2.31262
360,1725,2.30713
361,1725,2.29614
362,1725,2.29065
363,1725,2.27966
364,1839,2.26868
365,1839,2.26318
366,1839,2.2522
367,1839,2.24121
368,1839,2.23572
369,1839,2.22473
370,1839,2.21924
371,1839,2.20825
372,1839,2.19727
373,1839,2.19177
374,1839,2.18079
375,1839,2.17529
376,1839,2.16431
377,1839,2.15332
378,1839,2.14783
