k,time,angle
1,17,0.00549316
2,18,0.00549316
3,18,0
4,18,0
5,18,0
6,18,0
7,18,0
8,18,0
9,18,0
10,18,0
11,18,0
12,18,0
13,18,0
14,18,0
15,18,0
16,18,0
17,18,0
18,18,0
19,18,0
20,18,0
21,19,0
22,19,0
23,19,0
24,132,0
25,132,0
26,132,0
27,132,0
28,132,0
29,132,0
30,132,0
31,132,0
32,132,0
33,132,0
34,132,0
35,132,0
36,132,0
37,132,0
38,132,0
39,132,0
40,132,0
41,132,0
42,132,0
43,132,0
44,132,0
45,133,0
46,133,0
47,244,0
48,244,0
49,244,0
50,244,0
51,244,0
52,244,0
53,244,0
54,244,0
55,244,0
56,244,0
57,244,0
58,246,0
59,246,0
60,246,0
61,246,0
62,246,0
63,246,0
64,246,0
65,246,0.00549316
66,246,0
67,246,0
68,246,0
69,246,0
70,357,0
71,357,0
72,357,0
73,357,0
74,357,0
75,357,0
76,357,0
77,357,0
78,357,0
79,357,0
80,357,0
81,357,0
82,357,0
83,357,0
84,357,0
85,357,0
86,357,0
87,357,0
88,357,0
89,357,0
90,357,0
91,357,0
92,471,0
93,471,0
94,471,0
95,471,0
96,471,0
97,472,0
98,472,0
99,472,0
100,472,0
101,472,0
102,472,0
103,472,0
104,472,0
105,472,0
106,472,0
107,472,0
108,472,0
109,472,0
110,472,0
111,472,0
112,472,0
113,472,0
114,472,0
115,583,0
116,583,0
117,583,0
118,583,0
119,583,0
120,583,0
121,583,0
122,583,0
123,583,0
124,583,0
125,583,0
126,583,0.032959
127,583,0.0604248
128,583,0.0933838
129,583,0.126343
130,583,0.340576
131,583,0.549316
132,584,0.769043
133,584,0.983276
134,584,1.19751
135,584,1.41174
136,584,1.62598
137,584,1.84021
138,696,2.06543
139,696,2.29065
140,696,2.51038
141,696,2.7356
142,696,2.96082
143,696,3.18604
144,696,3.41125
145,696,3.63647
146,696,3.86719
147,696,4.10339
148,696,4.33411
149,696,4.57031
150,696,4.80103
151,696,5.03174
152,696,5.26794
153,696,5.49866
154,696,5.72937
155,696,5.96558
156,696,6.19629
157,696,6.427
158,696,6.64673
159,696,6.86096
160,811,7.0752
161,811,7.28943
162,811,7.50366
163,811,7.7179
164,811,7.92664
165,811,8.13538
166,811,8.34412
167,811,8.55286
168,811,8.7616
169,811,8.97034
170,811,9.1626
171,811,9.35486
172,811,9.54712
173,811,9.73389
174,811,9.92065
175,811,10.1019
176,811,10.2887
177,811,10.47
178,811,10.6348
179,811,10.7996
180,811,10.9644
181,811,11.1292
182,811,11.283
183,926,11.4368
184,926,11.5906
185,926,11.7389
186,926,11.8927
187,926,12.041
188,926,12.1893
189,926,12.3376
190,926,12.4805
191,926,12.6288
192,926,12.7716
193,926,12.9144
194,926,13.0573
195,926,13.2056
196,926,13.3484
197,926,13.4912
198,926,13.634
199,926,13.7823
200,926,13.9252
201,926,14.068
202,927,14.2108
203,927,14.3536
204,927,14.4965
205,927,14.6393
206,1037,14.7821
207,1037,14.9194
208,1037,15.0568
209,1037,15.1996
210,1037,15.3314
211,1037,15.4688
212,1038,15.6006
213,1038,15.7324
214,1038,15.8643
215,1038,15.9906
216,1038,16.1224
217,1038,16.2488
218,1038,16.3751
219,1038,16.496
220,1038,16.6168
221,1038,16.7377
222,1038,16.8475
223,1038,16.9629
224,1038,17.0782
225,1038,17.1881
226,1038,17.2925
227,1038,17.4023
228,1038,17.5067
229,1150,17.6056
230,1150,17.7045
231,1150,17.8033
232,1150,17.9022
233,1150,18.0011
234,1150,18.089
235,1150,18.1714
236,1150,18.2593
237,1150,18.3417
238,1150,18.4186
239,1150,18.4955
240,1151,18.5669
241,1151,18.6438
242,1151,18.7207
243,1151,18.7921
244,1151,18.869
245,1151,18.9459
246,1151,19.0118
247,1151,19.0778
248,1151,19.1437
249,1151,19.2096
