k,time,angle
1,5,0
2,6,0
3,6,0
4,6,0
5,6,0
6,6,0
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
12,6,0
13,6,0
14,6,0
15,6,0
16,6,0
17,6,0
18,6,0
19,6,0
20,6,0
21,6,0
22,6,0
23,6,0
24,118,0
25,118,0
26,119,0
27,119,0
28,119,0
29,119,0
30,119,0.00549316
31,119,0.00549316
32,119,0.00549316
33,119,0.00549316
34,119,0.00549316
35,119,0.00549316
36,119,0.00549316
37,119,0.00549316
38,119,0.00549316
39,119,0.00549316
40,119,0.00549316
41,119,0.00549316
42,119,0.00549316
43,119,0.00549316
44,119,0.00549316
45,119,0.00549316
46,233,0.00549316
47,233,0.00549316
48,233,0.00549316
49,233,0.00549316
50,233,0.00549316
51,233,0.00549316
52,233,0.00549316
53,234,0.00549316
54,234,0.00549316
55,234,0.00549316
56,234,0.00549316
57,234,0.00549316
58,234,0.00549316
59,234,0.00549316
60,234,0.00549316
61,234,0.00549316
62,234,0.00549316
63,234,0.00549316
64,234,0.00549316
65,234,0.00549316
66,234,0.00549316
67,234,0.00549316
68,234,0.00549316
69,348,0.00549316
70,348,0.00549316
71,348,0.00549316
72,348,0.00549316
73,348,0.00549316
74,348,0.00549316
75,348,0.00549316
76,348,0.00549316
77,348,0.00549316
78,348,0.00549316
79,349,0.00549316
80,349,0.00549316
81,349,0.00549316
82,349,0.00549316
83,349,0.00549316
84,349,0.00549316
85,349,0.00549316
86,349,0.00549316
87,349,0.00549316
88,349,0.00549316
89,349,0.00549316
90,349,0.00549316
91,349,0.00549316
92,460,0.00549316
93,460,0.00549316
94,460,0.00549316
95,460,0.00549316
96,460,0.00549316
97,460,0.00549316
98,460,0.00549316
99,460,0.00549316
100,460,0.00549316
101,460,0.00549316
102,460,0.00549316
103,460,0.00549316
104,460,0.00549316
105,460,0.00549316
106,460,0.00549316
107,460,0.00549316
108,460,0.00549316
109,460,0.00549316
110,460,0.00549316
111,460,0.00549316
112,460,0.00549316
113,460,0.00549316
114,460,0.00549316
115,573,0.00549316
116,573,0.00549316
117,573,0.00549316
118,573,0.00549316
119,573,0.00549316
120,573,0.00549316
121,573,0.00549316
122,573,0.00549316
123,573,0.00549316
124,573,0.00549316
125,573,0.00549316
126,573,0.0109863
127,573,0.0109863
128,573,0.0109863
129,573,0.0164795
130,573,0.192261
131,573,0.362549
132,573,0.53833
133,573,0.714111
134,573,0.906372
135,573,1.10413
136,573,1.29639
137,688,1.49414
138,688,1.69189
139,688,1.88965
140,688,2.0874
141,688,2.28516
142,688,2.4884
143,688,2.69714
144,688,2.90039
145,688,3.10913
146,688,3.33435
147,688,3.55408
148,688,3.7793
149,688,3.99902
150,688,4.21875
151,688,4.43848
152,688,4.6637
153,688,4.87793
154,688,5.09766
155,688,5.31189
156,688,5.52612
157,688,5.74036
158,688,5.9491
159,688,6.15784
160,799,6.36658
161,799,6.57532
162,799,6.77307
163,799,6.97083
164,799,7.17407
165,799,7.37183
166,799,7.5531
167,799,7.73438
168,799,7.91016
169,799,8.09143
170,799,8.26172
171,799,8.42651
172,799,8.59131
173,799,8.7561
174,799,8.91541
175,799,9.07471
176,799,9.23401
177,800,9.39331
178,800,9.54163
179,800,9.69543
180,800,9.84375
181,800,9.99207
182,800,10.1349
183,912,10.2722
184,913,10.415
185,913,10.5579
186,913,10.6952
187,913,10.8325
188,913,10.9698
189,913,11.1017
190,913,11.2335
191,913,11.3654
192,913,11.4917
193,913,11.618
194,913,11.7499
195,913,11.8707
196,913,11.9971
197,913,12.1234
198,913,12.2498
199,913,12.3816
200,913,12.5079
201,913,12.6343
202,913,12.7606
203,913,12.887
204,913,13.0133
205,1027,13.1396
206,1028,13.266
207,1028,13.3868
208,1028,13.5132
209,1028,13.634
210,1028,13.7604
211,1028,13.8812
212,1028,14.0076
213,1028,14.1284
214,1028,14.2438
215,1028,14.3591
216,1028,14.4745
217,1028,14.5898
218,1028,14.7052
219,1028,14.8151
220,1028,14.9304
221,1028,15.0403
222,1028,15.1501
223,1028,15.26
224,1028,15.3644
225,1028,15.4742
226,1028,15.5786
227,1028,15.683
228,1139,15.7874
229,1139,15.8917
230,1139,15.9906
231,1139,16.0895
232,1139,16.1884
233,1139,16.2817
234,1139,16.3751
235,1139,16.4685
236,1139,16.5619
237,1139,16.6553
238,1139,16.7432
239,1139,16.8311
240,1139,16.9189
241,1139,17.0068
242,1139,17.0892
243,1139,17.1661
244,1139,17.243
245,1139,17.3254
246,1139,17.3969
247,1139,17.4683
248,1139,17.5397
249,1139,17.6111
250,1139,17.677
251,1252,17.7374
252,1252,17.8033
253,1252,17.8638
254,1252,17.9242
255,1252,17.9846
256,1252,18.045
257,1252,18.1
258,1252,18.1549
259,1252,18.2098
260,1252,18.2593
261,1252,18.3087
262,1252,18.3582
263,1252,18.4021
264,1252,18.446
265,1252,18.49
266,1252,18.5284
267,1252,18.5669
268,1252,18.6053
269,1252,18.6438
270,1252,18.6823
271,1253,18.7152
272,1253,18.7537
273,1366,18.7866
274,1366,18.8141
275,1367,18.8416
276,1367,18.8635
277,1367,18.891
278,1367,18.9075
279,1367,18.924
280,1367,18.9404
281,1367,18.9569
282,1367,18.9734
283,1367,18.9844
284,1367,18.9954
285,1367,19.0063
286,1367,19.0118
287,1367,19.0173
288,1367,19.0283
289,1367,19.0338
290,1367,19.0393
291,1367,19.0393
292,1367,19.0448
293,1367,19.0503
294,1367,19.0448
295,1367,19.0448
296,1481,19.0393
297,1481,19.0338
298,1481,19.0283
299,1481,19.0173
300,1481,19.0063
301,1481,18.9954
302,1481,18.9844
303,1482,18.9679
304,1482,18.9514
305,1482,18.9349
306,1482,18.913
307,1482,18.891
308,1482,18.869
309,1482,18.847
310,1482,18.8251
311,1482,18.7976
312,1482,18.7701
313,1482,18.7427
314,1482,18.7097
315,1482,18.6768
316,1482,18.6493
317,1482,18.6163
318,1482,18.5779
319,1593,18.5449
320,1593,18.5065
321,1593,18.468
322,1593,18.4241
323,1593,18.3856
324,1593,18.3417
325,1593,18.2977
326,1593,18.2538
327,1593,18.2043
328,1593,18.1549
329,1593,18.1055
330,1593,18.056
331,1593,18.0066
332,1593,17.9517
333,1593,17.9022
334,1593,17.8473
335,1593,17.7869
336,1593,17.7319
337,1593,17.677
338,1593,17.6221
339,1593,17.5616
340,1593,17.5067
341,1593,17.4518
342,1706,17.3914
343,1706,17.3309
344,1706,17.276
345,1706,17.2156
346,1706,17.1552
347,1706,17.0947
348,1706,17.0343
349,1706,16.9684
350,1706,16.908
351,1706,16.842
352,1706,16.7761
353,1706,16.7157
354,1706,16.6443
355,1706,16.5784
356,1706,16.5125
357,1706,16.4465
358,1706,16.3751
359,1706,16.3037
360,1706,16.2323
361,1706,16.1609
362,1706,16.0895
363,1706,16.0181
364,1820,15.9467
365,1821,15.8752
366,1821,15.8038
367,1821,15.7269
368,1821,15.65
369,1821,15.5786
370,1821,15.5017
371,1821,15.4303
372,1821,15.3589
373,1821,15.2875
374,1821,15.2106
375,1821,15.1282
376,1821,15.0513
377,1821,14.9689
378,1821,14.8865
379,1821,14.8041
380,1821,14.7162
381,1821,14.6338
382,1821,14.5514
383,1821,14.469
384,1821,14.3811
385,1821,14.2987
386,1821,14.2163
387,1932,14.1339
388,1932,14.046
389,1932,13.9636
390,1932,13.8812
