k,time,angle
1,19,0
2,19,0
3,19,0
4,19,0
5,20,0
6,20,0
7,20,0
8,20,0
9,20,0
10,20,0
11,20,0
12,20,0
13,20,0
14,20,0
15,20,0
16,20,0
17,20,0
18,20,0
19,20,0
20,20,0
21,20,0
22,21,0
23,21,0
24,132,0
25,132,0
26,132,0
27,132,0
28,132,0
29,132,0
30,132,0
31,133,0
32,133,0
33,133,0
34,133,0
35,133,0
36,133,0
37,133,0
38,133,0
39,133,0
40,133,0
41,133,0
42,133,0
43,133,0
44,133,0
45,133,0
46,247,0
47,247,0
48,247,0
49,247,0
50,247,0
51,247,0
52,247,0
53,247,0
54,247,0
55,247,0
56,247,0
57,247,-0.00549316
58,247,-0.00549316
59,250,-0.00549316
60,250,-0.00549316
61,250,-0.00549316
62,250,-0.00549316
63,250,-0.00549316
64,250,-0.00549316
65,250,-0.00549316
66,250,-0.00549316
67,250,-0.00549316
68,250,-0.00549316
69,358,-0.00549316
70,358,-0.00549316
71,358,-0.00549316
72,359,0
73,359,0
74,359,0
75,359,0
76,359,0
77,359,0
78,359,0
79,359,0
80,359,0
81,359,0
82,359,0
83,359,0
84,359,0
85,359,0
86,359,0
87,359,0
88,359,0
89,359,0
90,359,0
91,359,0
92,472,0
93,472,0
94,472,-0.00549316
95,472,-0.00549316
96,472,-0.00549316
97,472,0
98,472,0
99,472,0
100,472,0
101,472,0
102,472,0
103,472,0
104,472,0
105,472,0
106,472,0
107,472,0
108,472,0
109,472,0
110,472,0
111,472,0
112,472,0
113,472,0
114,586,0
115,586,0
116,586,0
117,587,0
118,587,0
119,587,0
120,587,0
121,587,0
122,587,0
123,587,0
124,587,0
125,587,0
126,587,0
127,587,0.186768
128,587,0.373535
129,587,0.560303
130,587,0.741577
131,587,0.961304
132,587,1.18652
133,587,1.40625
134,587,1.63147
135,587,1.8512
136,587,2.07092
137,701,2.29065
138,701,2.51038
139,701,2.7356
140,701,2.96082
141,701,3.18604
142,701,3.40576
143,701,3.64197
144,701,3.87817
145,701,4.11438
146,701,4.35059
147,701,4.59229
148,701,4.82849
149,701,5.07019
150,701,5.3064
151,701,5.5426
152,701,5.77881
153,701,6.01501
154,701,6.24573
155,701,6.47644
156,701,6.70715
157,701,6.93237
158,701,7.16309
159,701,7.38281
160,813,7.60803
161,813,7.82776
162,813,8.04749
163,813,8.26721
164,813,8.48694
165,813,8.70117
166,813,8.91541
167,813,9.11865
168,813,9.31641
169,813,9.51965
170,813,9.71741
171,813,9.90417
172,813,10.0909
173,813,10.2777
174,813,10.459
175,813,10.6293
176,813,10.7941
177,813,10.9589
178,813,11.1182
179,813,11.2775
180,813,11.4368
181,813,11.5906
182,813,11.7444
183,926,11.8927
184,926,12.041
185,926,12.1893
186,926,12.3376
187,926,12.486
188,926,12.6288
189,926,12.7771
190,926,12.9199
191,926,13.0627
192,926,13.2056
193,926,13.3484
194,926,13.4912
195,926,13.634
196,926,13.7823
197,926,13.9252
198,926,14.068
199,926,14.2163
200,926,14.3591
201,926,14.502
202,926,14.6448
203,926,14.7876
204,926,14.9249
205,1041,15.0677
206,1041,15.2051
207,1041,15.3369
208,1041,15.4688
209,1041,15.6006
210,1041,15.7324
211,1041,15.8588
212,1041,15.9851
213,1041,16.1115
214,1041,16.2323
215,1041,16.3531
216,1041,16.474
217,1041,16.5948
218,1041,16.7102
219,1041,16.8201
220,1041,16.9299
221,1041,17.0398
222,1041,17.1442
223,1041,17.243
224,1041,17.3419
225,1041,17.4408
226,1041,17.5342
227,1041,17.6276
228,1152,17.7209
229,1152,17.8088
230,1152,17.8967
231,1152,17.9791
232,1152,18.0615
233,1152,18.1384
234,1152,18.2153
235,1152,18.2867
236,1152,18.3582
237,1152,18.4241
238,1152,18.49
239,1152,18.5614
240,1153,18.6328
241,1153,18.6987
242,1153,18.7646
243,1153,18.8251
244,1153,18.88
245,1153,18.9349
246,1153,18.9954
247,1153,19.0393
248,1153,19.0887
249,1153,19.1327
250,1153,19.1821
251,1265,19.2206
252,1265,19.2535
253,1265,19.292
254,1265,19.325
255,1265,19.3579
256,1265,19.3909
257,1265,19.4183
258,1265,19.4458
259,1265,19.4733
260,1266,19.4897
261,1266,19.5117
262,1266,19.5337
263,1266,19.5502
264,1266,19.5721
265,1266,19.5886
266,1266,19.6051
267,1266,19.6106
268,1266,19.6161
269,1266,19.6161
270,1266,19.6216
271,1266,19.6216
272,1266,19.6271
273,1380,19.6271
274,1380,19.6271
275,1380,19.6271
276,1380,19.6216
