k,time,angle
1,16,0
2,16,0
3,16,0
4,16,0
5,16,0
6,16,0
7,16,0
8,16,0
9,16,0
10,16,0
11,16,0
12,16,0
13,16,0
14,17,0
15,17,0
16,17,0
17,17,0
18,17,0
19,17,0
20,17,0
21,17,0
22,17,0
23,17,0
24,128,0
25,129,0
26,129,0
27,129,0
28,129,0
29,129,0
30,129,0
31,129,0
32,129,0
33,129,0
34,129,0
35,129,0
36,129,0
37,129,0
38,129,0
39,129,0
40,129,0
41,129,0
42,129,0
43,129,0
44,130,0
45,130,0
46,243,0
47,243,0
48,244,0
49,244,0
50,244,0
51,244,0
52,244,0
53,244,0
54,244,0
55,244,0
56,244,0
57,244,0
58,244,0
59,244,0
60,246,0
61,246,0.00549316
62,246,0.00549316
63,246,0.00549316
64,246,0.00549316
65,246,0.00549316
66,246,0.00549316
67,246,0.00549316
68,247,0.00549316
69,355,0.00549316
70,355,0.00549316
71,355,0
72,355,0
73,355,0.00549316
74,355,0.00549316
75,355,0.00549316
76,355,0.00549316
77,355,0.00549316
78,355,0.00549316
79,355,0.00549316
80,355,0.00549316
81,356,0.00549316
82,356,0.00549316
83,356,0.00549316
84,356,0.00549316
85,356,0.00549316
86,356,0.00549316
87,356,0.00549316
88,356,0.00549316
89,356,0.00549316
90,356,0.00549316
91,356,0.00549316
92,468,0.00549316
93,468,0.00549316
94,468,0.00549316
95,468,0.00549316
96,468,0.00549316
97,468,0.00549316
98,468,0.00549316
99,468,0.00549316
100,468,0.00549316
101,468,0.00549316
102,468,0.00549316
103,468,0.00549316
104,468,0.00549316
105,469,0.00549316
106,469,0.00549316
107,469,0.00549316
108,469,0.00549316
109,469,0.00549316
110,469,0.00549316
111,469,0.00549316
112,469,0.00549316
113,469,0.00549316
114,583,0.00549316
115,583,0.00549316
116,583,0.00549316
117,583,0.00549316
118,583,0.00549316
119,583,0.00549316
120,583,0.00549316
121,583,0.00549316
122,583,0.00549316
123,583,0.00549316
124,583,0.00549316
125,583,0.00549316
126,583,0.00549316
127,583,0.00549316
128,583,0.00549316
129,583,0.00549316
130,583,0.00549316
131,583,0.00549316
132,583,0.00549316
133,583,0.00549316
134,583,0.00549316
135,583,0.00549316
136,583,0.00549316
137,698,0
138,698,0
139,698,0
140,698,0
141,698,0
142,698,0
143,698,0
144,698,0
145,698,0
146,698,-0.00549316
147,698,-0.00549316
148,698,-0.00549316
149,698,-0.00549316
150,698,-0.00549316
151,698,-0.00549316
152,698,-0.00549316
153,698,-0.00549316
154,698,-0.00549316
155,698,-0.00549316
