k,time,angle
1,107,-0.00549316
2,107,-0.00549316
3,107,-0.00549316
4,107,-0.00549316
5,107,-0.00549316
6,107,-0.00549316
7,107,-0.00549316
8,107,-0.00549316
9,107,-0.00549316
10,107,-0.00549316
11,108,-0.00549316
12,108,-0.00549316
13,108,-0.00549316
14,108,-0.00549316
15,108,0
16,108,0
17,108,0
18,108,0
19,108,0
20,108,0
21,108,0
22,108,0
23,221,0
24,221,0
25,221,0
26,222,0
27,222,0
28,222,0
29,222,0
30,222,0
31,222,0
32,222,0
33,222,0
34,222,0
35,222,0
36,222,0
37,222,0
38,222,0
39,222,0
40,222,0
41,222,0
42,222,0
43,222,0
44,223,0
45,223,0
46,333,0
47,333,0
48,333,0
49,333,0
50,333,0
51,333,0
52,333,0
53,333,0
54,333,0
55,333,0
56,333,0
57,333,0
58,333,0
59,333,0
60,333,0
61,333,0
62,333,0
63,333,0
64,333,0
65,333,0
66,333,0
67,334,0
68,334,0
69,446,0
70,446,0
71,446,0
72,446,0
73,446,0
74,446,0
75,446,0
76,446,0
77,446,0
78,446,0
79,446,0
80,446,0
81,446,0
82,446,0
83,446,0
84,446,0
85,446,0
86,446,0
87,446,0
88,446,0
89,447,0
90,447,0
91,561,0
92,561,0
93,561,0
94,561,0
95,561,0
96,561,0
97,561,0
98,561,0
99,561,0
100,561,0
101,561,0
102,561,0
103,561,0
104,561,0
105,561,0
106,561,0
107,561,0
108,561,0.0439453
109,561,0.0933838
110,561,0.137329
111,561,0.181274
112,561,0.307617
113,561,0.43396
114,676,0.55481
115,676,0.675659
116,676,0.802002
117,676,0.933838
118,676,1.06018
119,676,1.18652
120,676,1.30737
121,676,1.43372
122,676,1.56006
123,676,1.68091
124,676,1.80725
125,676,1.93359
126,676,2.05994
127,676,2.18628
128,676,2.31262
129,676,2.43896
130,676,2.56531
131,676,2.69714
132,676,2.82349
133,676,2.94983
134,676,3.07068
135,676,3.19702
136,676,3.31787
137,787,3.43323
138,787,3.55408
139,787,3.66943
140,787,3.78479
141,787,3.90015
142,787,4.0155
143,787,4.13086
144,787,4.23523
145,787,4.3396
146,787,4.44397
147,787,4.54834
148,787,4.64172
149,787,4.72961
150,787,4.823
151,787,4.91089
152,787,4.99329
153,787,5.07568
154,787,5.15808
155,788,5.24048
156,788,5.32288
157,788,5.39978
158,788,5.47668
159,788,5.55908
160,900,5.63049
161,900,5.7019
162,900,5.77881
163,901,5.85022
164,901,5.92163
165,901,5.99304
166,901,6.05896
167,901,6.13037
168,901,6.20178
169,901,6.2677
170,901,6.33911
171,901,6.41052
172,901,6.47644
173,901,6.54785
174,901,6.61926
175,901,6.69067
176,901,6.76208
177,901,6.828
178,901,6.89941
179,901,6.97083
180,901,7.03674
181,901,7.10815
182,1015,7.17407
183,1016,7.23999
184,1016,7.3114
185,1016,7.37732
186,1016,7.44873
187,1016,7.51465
188,1016,7.58057
189,1016,7.64648
190,1016,7.7179
191,1016,7.78381
192,1016,7.84973
193,1016,7.91565
194,1016,7.98157
195,1016,8.04749
196,1016,8.1134
197,1016,8.17383
198,1016,8.23975
199,1016,8.30017
200,1016,8.3606
201,1016,8.42102
202,1016,8.47595
203,1016,8.53638
204,1016,8.5968
205,1127,8.65723
206,1127,8.71765
207,1127,8.77808
208,1127,8.8385
209,1127,8.89343
210,1127,8.95386
211,1127,9.00879
212,1127,9.06372
213,1127,9.11865
214,1127,9.16809
215,1127,9.22302
216,1127,9.27795
217,1127,9.32739
218,1127,9.38232
219,1127,9.43176
220,1127,9.4812
221,1127,9.53613
222,1127,9.58557
223,1127,9.63501
224,1127,9.68445
225,1127,9.73389
226,1127,9.78333
227,1127,9.83276
228,1240,9.8822
229,1240,9.93164
230,1240,9.98108
231,1240,10.0305
232,1240,10.0745
233,1240,10.1239
234,1240,10.1678
235,1240,10.2118
236,1240,10.2557
237,1240,10.2997
238,1240,10.3436
239,1240,10.3876
240,1240,10.426
241,1240,10.47
242,1240,10.5084
243,1240,10.5524
244,1240,10.5908
245,1240,10.6293
246,1240,10.6677
247,1240,10.7062
248,1240,10.7391
249,1240,10.7721
250,1355,10.8105
251,1355,10.8435
252,1355,10.8765
253,1355,10.9094
254,1355,10.9424
255,1355,10.9753
256,1355,11.0028
257,1355,11.0358
258,1355,11.0632
259,1355,11.0962
260,1355,11.1237
261,1355,11.1511
262,1355,11.1786
263,1355,11.2061
264,1355,11.2335
265,1355,11.2555
266,1355,11.283
267,1355,11.3104
268,1355,11.3379
269,1355,11.3654
270,1355,11.3928
271,1355,11.4203
272,1355,11.4423
273,1469,11.4697
274,1469,11.4917
275,1469,11.5192
276,1469,11.5411
277,1470,11.5631
278,1470,11.5851
279,1470,11.6125
280,1470,11.6345
281,1470,11.6565
282,1470,11.6785
283,1470,11.7004
284,1470,11.7224
285,1470,11.7444
286,1470,11.7664
287,1470,11.7828
288,1470,11.8048
289,1470,11.8268
290,1470,11.8488
291,1470,11.8652
292,1470,11.8872
293,1470,11.9092
294,1470,11.9312
295,1470,11.9476
296,1581,11.9696
297,1581,11.9916
298,1581,12.0081
299,1581,12.03
300,1581,12.0465
301,1581,12.063
302,1581,12.0795
303,1581,12.0959
304,1581,12.1124
305,1581,12.1289
306,1581,12.1454
307,1581,12.1619
308,1581,12.1234
309,1581,12.0905
310,1581,12.052
311,1581,12.019
312,1581,11.9531
313,1581,11.8872
314,1581,11.8268
315,1581,11.7609
316,1581,11.7004
317,1582,11.6345
318,1582,11.5686
319,1694,11.5082
320,1694,11.4423
321,1694,11.3818
322,1694,11.3159
323,1694,11.2555
324,1694,11.1896
325,1694,11.1237
326,1694,11.0577
327,1694,10.9918
328,1694,10.9314
329,1694,10.8655
330,1694,10.8051
331,1694,10.7391
332,1694,10.6787
333,1694,10.6183
334,1694,10.5579
335,1694,10.4919
336,1695,10.4315
337,1695,10.3711
